                       Headset Description                        ,,,,,,,,,,,,,,
59.8988,60.5818,17.8183,-4.69434,2.53628,1.19045,3.42772,0.0213741,4.90003,-0.170582,0.270675,-0.124298,-41.9427,1.68922,38.7017
10.2605,1.28922,-88.8504,-1.9664,1.78763,-1.27777,2.48127,1.98772,4.05217,-0.210464,-0.392133,0.138007,-10.2578,-5.69091,115.329
-13.511,-7.29525,-20.2019,3.2788,-9.81384,-0.439328,0.266326,-2.85256,-11.584,0.486457,0.27008,0.144079,0.650475,3.73025,44.5545
9.17733,7.01199,44.933,-3.02049,7.23945,-3.33521,-1.10288,-3.67615,-7.74395,0.181172,-0.809473,0.204216,-30.6575,-12.2261,-88.5212
19.7325,-11.3735,67.6769,-3.97075,2.85897,1.46111,2.63335,2.70718,7.24436,0.435985,0.612148,0.162174,-23.4982,0.679009,-97.2891
-4.08754,-21.5355,-65.7066,-0.0840122,-3.95461,1.94144,-1.40738,2.3601,5.24807,-0.38606,-0.126914,-0.171649,-5.14095,9.72726,0.693872
-30.542,7.99817,19.4405,1.26826,0.220608,-7.27732,1.73529,-0.206111,-1.2364,-0.0795593,-0.0852251,0.351061,1.3883,15.8339,-0.596086
-17.0316,3.90776,0.623021,0.420377,-2.11079,0.475457,-1.78784,-0.527417,0.311098,-0.0537004,-0.064144,-0.689689,0.665234,11.0895,-1.89852
17.7032,-28.715,-13.5183,1.4212,-0.436116,4.86117,-0.680329,-1.55825,-2.09734,0.138834,-0.23047,-0.141851,-0.872643,-5.77666,-9.89656
11.1209,10.3464,48.2843,0.46407,2.46442,-0.267218,0.356073,0.721743,2.13442,-0.0231431,-0.0224026,0.19928,-8.8867,-9.42688,-28.2825
0.666395,9.75638,-40.9664,-0.162561,1.26886,2.52662,-0.34218,0.41537,0.806373,-0.085123,-0.333561,0.268181,0.782568,-3.74984,3.79405
-30.0499,-9.21657,10.3884,0.496871,2.22322,-11.2373,0.944332,-0.00183386,-0.160037,0.027873,0.379742,-0.133813,3.69311,6.84134,-2.34402
57.8315,15.3692,4.89824,-2.59584,5.47324,22.0444,-2.69294,-0.409899,0.177165,0.0406089,-0.15219,-0.678554,0.339591,-10.8843,-1.57339
-38.9959,31.1241,40.2634,-4.40213,-4.04987,-17.1323,3.40823,-0.0123119,0.378787,0.167477,-0.23185,1.61838,3.50368,20.0032,-1.03803
-72.0914,-10.3125,1.12549,2.67792,-12.8523,1.39949,-3.58871,-0.131365,0.473256,-0.0401481,-0.197885,-1.82789,1.80676,6.06715,2.56549
-8.39894,3.98775,1.57242,-0.234222,-9.03555,4.3133,4.16811,-0.416395,-0.451063,0.0508141,0.134354,1.75036,-1.55725,2.11319,-0.267874
4.33688,-5.11609,3.82311,-0.61002,-1.14303,-11.5141,-1.70813,0.117272,0.484528,0.00417198,0.168111,-1.49896,-1.5472,8.4571,-1.50399
56.2021,10.9997,-6.0541,0.827815,-0.706225,14.813,4.06964,-0.637944,-0.259946,0.071056,0.565112,1.41039,-2.40711,-6.20067,1.22719
102.428,11.9772,24.5576,-1.59526,8.62034,-4.5677,-2.99666,-0.553536,0.426108,0.0252471,-0.137465,-0.913908,-2.18841,10.7633,-2.73423
79.5304,-3.88224,-3.89884,-0.235803,14.2023,26.8162,0.0651375,0.438051,-0.346821,-0.0591457,0.081441,0.297685,0.921213,-13.2604,-1.1576
-219.537,19.6922,-15.7657,-1.77226,-1.65201,-31.9947,1.44338,0.184004,-0.638132,0.00915216,-0.0504845,0.539235,-2.64847,21.3105,-2.63425
36.9648,76.6526,2.58267,-4.65402,10.3033,16.1448,-3.17003,-0.674417,-1.05846,-0.121567,-0.159815,-0.402599,-14.2057,-12.5536,-22.9261
-23.5704,-26.3225,2.87748,-11.6072,-4.07214,-3.17687,1.00889,2.5775,4.7585,-1.52603,0.385816,0.219758,6.96355,17.1579,6.27989
-1.28785,-20.8091,34.5528,22.8011,1.75219,-2.50121,-0.63939,3.21095,-2.12209,-0.0311414,-0.159366,-0.00294471,25.3826,7.67397,10.3371
-5.5803,36.8173,-1.07933,-6.32358,-2.81608,7.05256,-0.151205,-1.33902,-2.61619,2.92858,-0.412834,0.0507417,4.36332,6.91347,-2.72154
64.4963,36.0544,0.0802208,-14.4783,0.109117,4.09165,1.67319,2.34093,0.524641,-2.00439,0.417708,-0.382829,-6.6656,0.326191,-6.00013
54.4348,-33.2751,-25.4691,29.8995,9.77912,-9.27429,-1.10633,3.64209,0.00668599,-0.621924,-0.352771,0.378781,37.1287,-2.49812,9.46882
-33.0719,29.0576,10.2825,0.86612,-5.78187,10.2321,0.87133,-4.91062,-1.11067,2.91197,-0.032779,0.233533,7.42479,8.2443,-0.901663
-13.5849,48.7811,20.84,-23.3834,3.73355,-9.61914,0.0153084,1.51562,-1.49342,-0.797001,0.394235,-0.199842,-16.2465,6.07637,-12.9436
-20.351,-6.72671,-18.063,5.44926,-6.34648,5.42811,-1.89072,1.8136,1.43102,-2.33622,-0.248901,0.0289073,13.8303,10.7923,1.31642
9.43846,-45.7319,-28.5936,10.9619,1.23745,-2.46767,0.109264,-3.45267,0.194629,1.32907,0.0987796,-0.458121,33.1981,-6.23215,8.81776
15.1348,39.9407,8.5448,-6.81315,0.237013,2.08239,-0.423982,-1.88837,-1.51629,2.07364,-0.137769,0.472945,-5.73265,-8.57923,-10.1928
-23.8837,11.0862,27.2017,-13.2367,-4.67386,-2.4515,1.2645,2.55802,0.855785,-1.71527,0.55235,-0.299988,-9.79219,9.76911,-17.5834
-1.24029,18.1179,6.44457,14.9012,0.201098,6.11779,-3.59036,3.76012,-0.270218,-1.58616,-0.684454,0.146464,21.3147,-1.45037,0.333509
-22.5903,-8.12306,-21.0338,9.24456,-3.9709,0.950409,0.247756,-4.38205,-1.35569,1.79272,0.0148836,-0.490424,19.7312,-1.88531,1.087
36.6502,63.9042,-4.9428,-19.8941,6.26005,-4.25816,1.85646,-1.05157,-0.825442,0.889203,0.214853,0.520202,-19.7151,-10.6026,-7.88448
-10.2952,8.82401,-5.01293,-10.2755,-4.37292,2.78032,-0.516488,2.6162,1.83525,-2.03595,0.0146827,-0.381892,-0.859216,6.05085,-2.95568
8.22642,-65.4271,-21.9306,18.2636,4.24733,-5.16337,0.268716,2.05337,0.107826,-0.438332,-0.0919887,0.324872,33.9169,-10.3367,6.22085
-12.5058,-2.66847,-4.56307,10.0291,-0.86486,3.04711,-0.489539,-3.31169,-1.07322,2.04103,-0.0744707,-0.502252,11.2146,-6.45885,-1.91419
-12.3363,-8.08731,-4.98116,-11.1991,-3.93438,-3.34608,0.877312,0.527398,-1.61296,-0.382878,0.0524438,0.245207,-9.39295,-7.54224,-11.9869
42.2056,-4.1547,-13.9917,3.16142,18.3228,0.689631,1.07237,1.11124,0.881871,-0.545536,1.40784,0.0519219,-0.632604,-5.82098,-9.50384
-23.1405,-12.915,10.4137,0.668527,-18.7231,1.63442,-1.33948,-1.02519,0.111593,0.0449,1.16203,8.65E-05,8.1363,13.0244,-8.79782
-25.2868,-9.31417,-30.4705,2.23837,-12.6293,-0.943716,0.0738816,0.00506576,-0.131874,-0.0516258,-2.02183,0.0469939,4.17689,15.85,-0.519011
-66.9536,4.35799,6.11969,-0.703273,3.21254,-2.0602,-4.37396,-0.667708,1.13651,-0.0320978,-1.8376,-0.147573,3.33903,-5.90429,-7.28463
8.30844,-0.443861,1.35876,0.191819,12.727,6.06614,6.16307,0.383476,-0.107262,0.0016149,2.61101,-0.0302927,0.763413,-10.7724,-2.74868
-53.0475,-1.31291,-7.10928,0.9538,-21.2592,0.969119,-1.98797,-0.505355,-0.293049,0.050758,0.966064,-0.259014,2.16563,25.4817,-2.12939
-28.8716,-8.75652,-5.06099,0.566166,-12.137,-5.1786,-1.09999,-0.568132,-0.489343,0.0858587,-2.21614,-0.153927,7.22624,19.1092,-5.75829
96.6697,3.29255,-17.7757,1.89625,33.5529,-4.32664,-4.3515,-1.1455,0.593339,0.0846364,-0.888548,0.0948809,4.46937,-33.4704,-5.36124
-11.8763,-5.2561,10.0824,0.0855726,-0.813366,1.89774,4.52945,1.08776,-0.328522,-0.00110732,2.55401,0.221366,4.24901,4.74337,-8.75229
-29.0783,-5.79799,-3.53073,-1.18269,-18.2864,4.17629,-1.85294,0.0770686,-0.754359,-0.0538301,0.00531622,0.0671335,9.64679,25.221,-5.40281
-53.7072,-9.9706,6.91132,-2.58328,-9.41554,-4.04933,-1.53196,-0.983584,0.353856,0.0163871,-2.59086,-0.285853,4.5505,16.9019,-5.71507
77.4948,51.697,-8.28177,-1.06295,22.7896,-10.6627,-1.25222,-0.214428,-0.652462,0.090463,-0.291206,0.196628,5.06507,-47.0307,-11.7435
12.2436,-21.6549,38.5489,-3.58477,1.05152,4.6729,3.67479,0.659824,2.33775,-0.253278,1.12851,-0.143434,6.91312,-20.6086,-15.8455
-92.1813,11.9706,-81.6956,11.9221,-4.74622,-7.25404,2.4599,-0.644511,-0.973174,-0.048042,0.284707,0.0990628,3.28614,32.5388,10.0619
162.849,58.3076,219.198,1.2432,20.469,-0.446582,1.40976,0.240751,2.12559,0.234692,0.564711,0.129725,2.93067,2.08876,-46.3355
18.4503,-101.344,-272.167,11.7486,5.90156,-0.740745,-2.22889,-2.62729,-5.76027,0.457627,0.104609,-0.178246,4.43968,13.2636,36.2946
-148.467,-35.394,-34.5704,-0.57595,-23.695,-7.34462,0.956347,4.69253,11.0015,-0.663339,0.404475,-0.161344,5.41076,10.4615,2.90932
-15.993,-7.03641,229.221,-10.0194,2.2202,-1.18058,1.43464,5.88518,10.0821,-0.620277,0.590129,-0.0504294,6.52339,6.05908,-4.27138
76.6516,-68.6137,116.337,8.92601,2.08843,-0.172256,-4.02671,2.9776,-10.7179,0.0826045,-0.856592,-0.207405,30.7609,-7.44814,-30.818
-23.949,-65.3755,-360.972,21.8167,1.85864,-0.145822,4.27477,-0.93988,-6.24677,0.3795,0.930541,0.142175,4.33013,-0.70731,23.7855
8.03546,-82.1599,15.8581,-9.49522,-12.9014,2.59524,3.85883,0.957459,6.32149,0.804639,0.409732,0.424373,-10.3052,12.8573,-62.1878
161.345,117.262,-241.161,-2.92453,16.205,6.96479,-3.78265,1.48798,-0.502101,0.326103,-1.01344,-0.07762,-27.7817,-28.5031,1.07941
-42.9156,28.057,-25.7837,-11.9001,-31.2976,1.52582,6.05642,-5.04867,12.6373,-0.775971,0.932872,0.312432,-8.76163,-2.60048,5.10908
71.3307,-104.21,250.925,-8.79607,-7.21109,9.22832,3.15237,-1.87495,11.4407,-0.579491,0.992728,0.0826548,4.18336,-2.75383,-15.5687
123.992,-93.6639,254.381,14.2881,30.594,1.13511,-8.56418,1.64167,3.98012,-1.978,-1.10176,0.112031,24.6129,-33.9188,-14.6013
-15.2351,-29.2524,-162.081,17.1447,-14.4158,-2.75918,4.7229,-5.49178,-16.253,0.97181,1.349,-0.225498,31.2443,-7.94273,14.1243
21.8212,-58.3514,-227.79,30.8911,4.96458,8.19967,-0.317886,-2.94461,2.84809,0.927312,0.317963,-0.0168872,11.1273,-12.9629,11.6378
37.7939,-53.5389,86.3057,-12.7775,-6.84503,5.74448,3.12234,-1.67538,7.30415,1.28023,-0.363087,0.391176,-6.45096,1.32484,-48.5478
164.954,13.8902,-70.3028,-0.745297,26.0958,-6.16782,-3.98175,4.2468,1.29858,-1.37604,-0.921546,0.0423812,-1.21397,-51.26,-6.58396
-117.64,-48.6636,68.0589,0.546862,-14.5478,6.6507,3.19532,-6.01157,8.96474,-0.729176,1.62429,0.0288899,25.4771,-13.0862,11.9975
31.5757,-20.9903,30.0463,-2.06732,-20.0316,-2.53583,1.83641,-1.37552,-14.8953,0.799239,-0.0706401,0.338374,4.20682,9.38086,-20.2614
56.5649,53.9618,-47.4338,1.44555,-14.9296,8.35802,-2.19921,3.08456,11.317,-1.5338,-0.512215,0.0129562,9.83423,-1.65008,15.3712
-5.39036,-24.6673,-79.6206,11.9486,14.7589,2.71321,-2.45961,-0.203135,4.0293,-0.254207,-0.242268,-0.218971,24.6942,-23.1413,67.9436
-74.1412,9.6126,220.192,-4.37672,0.862621,-4.98737,2.01803,-2.86366,-8.85748,1.48496,-0.0996829,-0.141229,10.6638,-0.152882,-32.3547
-21.0213,79.9126,-150.214,-6.61287,-3.20526,-3.36538,-1.19663,0.674317,-2.5978,1.25581,-1.06898,0.555977,-10.3545,-19.1846,5.61682
188.496,-20.149,99.58,4.69177,19.0324,2.16375,3.59764,-6.93153,10.3217,0.37872,0.790272,-0.270982,8.60157,-54.8905,-22.8613
22.9198,34.4279,-53.6089,12.0289,-17.3338,-2.4494,3.56687,-5.99533,-13.6434,-0.0721491,1.45763,0.18638,-9.46388,9.87607,31.1308
-67.5689,-64.3522,13.4306,9.67671,-18.1805,9.76725,-12.626,1.27804,5.98392,-1.61655,-1.81752,-0.234703,25.0978,-10.0223,-15.7632
-3.04499,45.5065,19.5038,-9.71052,11.4618,7.65647,7.96915,-6.49859,6.36282,-0.768897,0.923862,-0.11079,0.847982,-43.3356,54.5488
-62.5541,34.7197,8.10507,12.6836,-20.4954,3.1434,-6.59834,-1.31885,-10.1952,0.851431,-0.0574241,-0.627294,24.0548,-8.41011,5.07549
3.71546,117.642,50.4925,-28.0236,-4.51197,-10.2067,4.33328,-4.88038,7.79357,-0.165119,0.543974,0.0698773,-41.9398,7.37514,11.8068
-106.635,-74.6923,70.3505,-8.30569,-22.6783,3.89492,-6.64358,0.367996,-12.1631,0.60301,-0.764565,-0.0204963,8.48876,2.33357,-27.3929
70.534,56.595,102.441,-20.2745,7.93009,3.28129,10.5746,-4.12189,7.79249,0.479283,0.69472,-0.174779,-15.4202,-38.1288,-17.513
1.02773,-32.3494,-96.8944,9.11546,5.40955,-2.33381,-0.835939,1.74865,-5.75914,0.182619,0.175076,-0.221965,14.8168,5.05889,38.6216
9.65822,-25.7582,31.3894,-7.05193,2.69684,2.2193,-0.391175,-2.31105,-0.851683,0.467343,-0.228607,0.153799,1.62397,10.1699,-11.7399
11.3795,33.6066,-67.3563,-1.78597,-4.6736,4.50889,2.19171,5.01765,3.49791,-1.57337,-0.0628647,0.242134,0.871904,17.4971,23.8353
4.71839,-23.8032,-13.3234,8.25243,0.460639,-2.98969,-0.525784,0.099073,-2.77465,0.0193032,-0.234377,0.070051,30.3583,6.70721,21.6131
-21.8627,0.676909,4.80243,-1.68984,-0.196441,0.489612,-1.34399,-2.11745,-0.355929,0.735724,-0.328713,-0.330981,6.13848,3.86492,4.3815
-6.04377,3.26174,5.68064,-4.71305,1.74852,-1.99372,0.904499,0.822386,-0.315571,0.131563,0.383141,0.2314,-1.87013,2.87509,1.81265
4.6857,-2.00642,7.87931,0.677095,-1.11144,0.483051,0.0361093,0.349328,-0.00136827,0.00255152,0.37435,0.194348,6.01241,4.62062,-2.52829
-10.0682,9.99063,1.56561,-0.376823,-4.73246,-0.935272,-0.464781,-0.327213,0.155426,0.0137197,-0.193514,0.0737042,4.20715,7.22321,0.962102
11.1869,8.4773,13.9744,-1.21625,0.194158,1.07176,-1.23896,-0.0252164,0.300411,0.00546607,-0.532885,-0.0573374,3.50403,-5.75622,1.78303
8.53773,-1.20412,-3.51433,-0.00386919,4.30859,0.230609,0.36142,-0.0428585,-0.310908,0.0368004,0.143021,-0.0502879,3.95492,-9.53958,2.99573
-1.86855,5.79985,10.8831,0.0567355,-1.39382,-0.978449,0.513888,0.203322,0.76321,-0.0320504,0.431068,0.033578,2.97049,0.223321,7.89649
-6.74055,-3.57656,2.18951,-0.34387,-0.853813,1.17227,0.249656,0.915417,2.90153,-0.320222,0.056168,0.0222497,14.0471,-0.707809,39.6433
-8.90316,-3.14449,-15.3612,-0.15245,0.391623,-0.480945,0.219276,-0.135921,0.114989,-0.307174,0.0250284,0.0608318,24.3761,-0.67047,56.5744
4.19358,4.06341,2.59393,-0.344272,-0.428562,-0.542273,0.949105,1.58569,0.114623,-0.490961,-0.0641563,0.107113,36.567,-4.49366,56.6211
-8.87172,-13.2111,-18.3904,4.05225,0.842271,-2.20086,0.902779,0.193766,-2.30184,-0.298217,0.251869,-0.0089439,54.1313,-6.83935,44.0356
7.8555,11.36,-15.6986,3.81971,-2.19487,-0.208644,-0.307772,-1.13083,-3.67114,0.738786,0.0188928,-0.382363,45.3768,-4.15216,8.86009
20.6398,-9.97995,3.39432,1.2929,-1.32723,3.04215,1.04224,-1.32907,-3.77741,1.17453,-0.393146,-0.115553,33.3297,-10.3604,-35.2285
-8.91006,-8.07155,10.1396,-2.87835,-1.69755,1.80043,1.78698,-2.36222,-1.62126,1.15962,-0.588635,0.362032,3.08519,-14.687,-59.2051
39.0345,-16.4852,10.4581,-2.42069,6.84357,1.08262,-0.0564646,-0.976177,3.10453,0.695339,-0.166446,0.536392,-9.18579,-29.1971,-46.1032
-13.9321,39.6083,-28.6178,-8.15459,-1.31854,-5.55789,2.75163,-2.36834,5.82418,-0.336239,0.672145,-0.0533174,-41.7725,-9.53691,24.789
-10.4705,11.251,9.50844,-2.16714,-5.16889,-0.182879,1.64398,1.64098,2.80939,-1.29383,-0.0994925,-0.478421,-23.1467,-0.230063,64.6174
-7.50782,0.101422,-25.875,2.32456,1.73275,3.56481,3.06133,2.58692,0.0121041,-1.47373,-0.674758,0.0492788,9.58076,-18.7243,79.7369
-26.8825,6.61889,-39.4964,4.73893,3.12741,0.677529,0.857258,3.62781,-4.795,-0.878595,0.0622386,0.402545,48.4456,-39.8973,31.8521
37.8062,-14.9309,38.7223,3.15706,4.05127,-6.78093,1.78151,-0.486814,-1.92016,0.10425,0.514165,-0.120496,85.8184,-44.4063,-48.3936
-49.137,7.19685,-9.2118,0.266318,-3.44871,1.05132,-1.84468,-1.97113,-0.748147,0.629495,0.397092,-0.518182,59.4817,-45.493,-40.593
65.2321,16.6549,24.5945,-2.01562,-2.86471,0.484665,-1.57345,-0.896908,-1.89749,0.600954,-0.00403629,-0.329924,145.933,-68.1042,-142.784
1.54369,8.19716,-1.03986,-1.4385,0.784511,1.78016,7.70794,-0.0636406,0.0843315,0.414776,-0.150594,-0.123473,3.92807,-50.3456,-11.7815
-5.62136,2.2173,5.03641,1.80387,1.58418,2.02909,4.87225,-0.460594,0.696536,0.544077,0.0747862,0.204525,-3.55597,20.0322,-9.00987
-15.1479,-18.5454,23.3056,0.372672,-2.96932,-1.14006,3.17104,-2.90811,0.285741,0.641222,-0.0261199,0.434428,-44.1295,54.1352,-40.4536
-12.4131,20.4816,12.3087,-2.11795,-1.2598,-1.34985,-3.76314,-2.57942,1.11742,0.533713,-0.637743,-0.16363,-62.1038,22.819,-52.0432
-19.1632,10.6181,63.4718,-3.44997,4.56654,1.24856,-1.12868,3.25332,5.21584,-0.0858841,0.0879301,-0.312886,-30.4353,3.24493,-20.5163
24.1192,-8.82878,-28.8643,-2.4427,1.36527,-1.34454,-0.0914303,0.779814,4.83234,-0.521945,0.151021,-0.109574,-8.72817,-12.2044,45.3993
12.5496,8.63333,3.92627,-1.882,-2.16312,2.89343,2.84796,1.03508,2.59298,-1.31891,-0.108079,-0.059607,12.4134,-8.65944,74.6675
-17.1927,-22.5812,-44.6693,3.23585,3.33138,0.17781,2.3436,-0.553151,-2.51049,-1.06788,0.0865869,0.182866,47.4883,-14.0837,79.4072
20.1858,-0.0454778,14.4624,5.25613,1.68589,-0.711057,0.566426,-1.06258,-5.42535,-0.163349,0.323488,0.0474164,52.4719,2.48983,21.9437
30.4607,-9.30867,13.5348,4.22669,-2.13489,2.02757,2.58055,-3.43814,-3.11927,0.986554,0.16139,-0.262264,29.0724,6.46865,-28.5146
-9.52368,8.73103,12.3174,-0.142634,-0.36152,0.611959,0.318741,-3.28198,0.357781,1.25378,-0.392971,0.0922396,-20.6417,-1.78137,-50.1238
11.4194,-3.63242,24.4474,-7.12043,5.13437,0.0302432,2.22424,-2.06877,5.4599,0.710793,0.214721,0.46117,-48.692,-11.2264,-11.2573
35.7306,19.6172,-36.5446,-6.58957,-2.43002,-2.08312,5.16551,2.14271,4.05295,-0.830847,0.288387,0.131695,-35.4161,10.2188,57.3239
-20.7893,-6.54086,-34.0109,4.6897,-0.0677604,-1.30946,3.71415,-1.17978,-4.24532,-0.825944,0.494655,0.270189,24.5921,27.0438,63.2476
-37.7937,6.39327,17.8271,1.46834,-6.17241,-4.97613,-3.84099,-0.0734611,-3.02312,-0.310825,0.0637363,-0.723403,24.756,30.096,20.3921
13.4077,9.94853,0.776055,2.84356,-0.98405,5.7759,-5.67872,-0.113432,-1.50251,0.184886,-0.946421,0.0976814,16.9553,-39.091,-4.26567
61.5149,-23.667,18.2089,2.16208,6.47414,-3.22135,1.71006,-1.22863,0.0993967,0.822217,-0.389384,0.345125,12.5536,-67.5486,-11.3421
-20.6735,8.14668,-20.3305,-5.01231,1.99985,3.02019,5.42602,-2.52985,-0.544454,0.367865,1.03514,0.111664,-16.6027,-7.0779,14.859
-41.4144,-3.71965,-4.85494,-0.145083,-3.03639,-4.63316,3.5639,-0.329237,-0.428424,-0.105618,0.676655,0.309331,-15.4294,54.1175,9.53845
