                       Headset Description                        ,,,,,,,,,,,,,,
8.32503,2.76748,-5.05824,-0.0467478,-0.90184,0.491403,0.135675,-0.0592843,-0.241193,0.0151876,-0.444672,-0.015216,-0.440634,12.7375,1.54762
-4.75289,-7.69219,5.17877,-0.408494,-0.522659,-0.194504,-0.563684,-0.0545849,0.118677,0.0354842,-0.614247,-0.0234479,1.04091,13.6258,-0.0333715
3.37896,-5.27092,0.005826,0.183475,1.76047,0.459603,-0.915977,-0.213811,-0.00277442,-0.0039994,-0.657902,0.0148262,-0.302279,2.53541,-0.630066
-0.536385,2.86095,-5.46765,0.284251,3.42303,-0.36105,-0.292367,-0.0194051,0.194889,-0.0204251,-0.118479,0.0245613,-1.96206,-1.10458,2.70622
3.57407,7.40499,0.106098,-0.165081,1.00058,0.11305,0.399543,-0.0454581,0.0302776,0.0084243,0.303779,-0.0161855,-1.83705,0.807628,2.56275
0.0894953,-2.28991,-3.10919,0.266231,0.000805967,0.197306,0.53987,-0.262143,0.0296091,0.00986,0.425343,-0.0123754,-2.87271,6.36752,3.56442
1.82885,1.77481,0.980138,0.0318147,-1.51111,0.19604,0.203734,-0.426231,0.124816,0.0235484,0.330545,-0.0267557,-6.83823,9.86573,2.71268
-0.419053,1.37022,1.49442,-0.098362,-1.17545,-0.243881,0.0456036,0.149683,-0.0778465,0.00770633,0.0211576,0.0278897,-7.4692,12.7844,2.2133
9.44618,7.14486,-0.127737,0.151231,0.311459,0.198632,-0.1332,0.466983,-0.0193847,-0.00898385,-0.0328517,-0.00856285,-4.42277,9.73171,2.62442
-4.63891,6.85731,1.08622,-0.335997,-0.564115,0.0694493,-0.146707,2.02787,-0.54452,-0.0251492,-0.0541903,-0.000555495,10.1116,9.58633,2.4756
2.02612,-1.34562,9.5649,0.361868,0.313977,0.811555,-0.44396,1.40742,0.0559043,-0.0852598,-0.0233167,0.0593266,29.2741,3.33964,2.16935
2.04348,-10.0949,3.22808,-0.0252799,-0.424421,-0.194202,0.1696,1.59871,-0.00428074,-0.00519539,0.01508,0.106241,47.3191,2.1653,4.37598
-3.61545,-15.1888,5.67864,0.259627,-0.0495574,-0.957913,-0.0215145,-0.574431,-0.0378351,0.0137736,-0.00668022,-0.0647998,53.9471,2.08873,3.83242
1.39221,-1.08629,5.90296,-0.101501,0.0267651,0.168524,0.0605048,-2.23013,0.44535,0.0101586,-0.0233319,-0.139806,34.8626,3.1321,5.46374
-6.29771,2.29206,0.486933,-0.107005,0.146104,0.335299,0.154188,-2.45384,-0.0481204,0.0171622,0.00911436,-0.0235036,8.51622,8.93733,5.45636
7.47586,0.143693,5.59403,-0.0895104,0.122694,0.367468,-0.433427,-2.19626,0.211969,0.0557123,-0.0364615,0.0789624,-20.6588,7.01002,1.17125
8.62947,10.6713,-1.00206,-0.445345,0.814443,0.454888,-0.170047,-1.9312,0.175718,0.0131981,-0.0470098,0.184802,-45.5599,5.68795,0.45541
4.36618,12.4144,-6.02415,0.252957,0.118463,-1.02405,0.0822866,-0.118642,0.0878949,-0.00281626,-0.00512773,0.0869435,-58.6137,6.62751,2.1771
-0.779874,9.9474,-1.84142,-0.394094,0.0155047,-0.403886,0.217684,1.37014,-0.371026,-0.000352591,0.0126015,-0.0520054,-49.7622,7.20483,0.985773
0.430707,0.000345703,-0.298955,-0.803457,-0.00856128,0.194902,-0.302381,1.38133,-0.00700763,-0.00912758,-0.00722151,-0.0622143,-31.6645,6.06511,2.34041
-6.49579,2.61449,0.482697,-0.196481,-0.379527,-0.0687121,0.188613,1.78988,-0.482492,-0.0279421,-0.021974,-0.0515751,-12.7208,6.44159,1.10723
2.82811,-5.7943,-4.76251,-0.00727986,-0.0437771,0.235022,-0.500543,0.432828,-0.0943092,0.0240632,-0.0649949,-0.0421414,2.22433,1.52349,-0.0904395
9.24173,-4.6164,3.0769,-0.0871183,0.8555,0.609457,1.36096,-0.322988,0.139192,0.0102803,0.0823919,0.0230449,-0.208274,6.17463,-0.845713
1.98052,-8.21767,5.87319,-0.247659,-0.324183,-0.143835,2.02462,-0.184741,0.22384,-0.0328083,0.158419,0.128553,-2.75302,28.3961,1.08763
-1.23723,4.67473,0.725743,0.0984877,-0.612006,-0.0583668,2.27638,0.0494143,-0.37127,-0.0178185,0.047547,0.167119,-3.9583,53.6821,-1.22744
-22.4181,0.811974,-8.08493,0.00767446,0.082377,-1.28508,0.028254,0.242145,0.0103845,-0.00488198,0.0130841,0.0168475,1.64832,70.3743,3.5011
-22.5936,3.50494,-3.90545,-0.10789,-0.22698,-0.993345,-1.84075,-0.0309247,-0.142843,0.0178035,-0.019943,-0.0987504,0.0148352,60.4805,2.44608
3.91944,-2.48212,-1.32054,-0.202809,0.0617651,0.244969,-2.0437,0.0938166,-0.215539,0.00305896,-0.0755191,-0.120551,0.0347338,32.7406,0.741116
-3.24375,-5.42009,-4.63575,-0.535572,-0.783846,0.373114,-1.99604,0.0656066,-0.340928,-0.0192123,-0.101183,-0.096267,0.224983,11.3553,-1.97937
-4.76294,5.37034,7.39285,0.315657,-0.793481,-0.115393,-2.00891,0.153631,0.0053353,0.00601426,-0.185313,-0.0851345,0.751718,-11.5565,-3.28044
4.66633,-3.26852,7.95783,0.216564,0.523862,0.236394,-0.454423,-0.11887,0.00957216,0.0157478,-0.126036,0.00276236,4.31188,-27.029,-5.81623
-5.32013,1.99944,-1.7659,-0.120918,0.711245,0.567958,-0.267671,0.0149055,0.0917487,0.0246447,-0.0360575,-0.00297812,4.432,-31.5109,-4.47817
11.4055,-2.45278,5.10643,0.255117,1.27903,0.320736,0.33214,-0.0742185,0.0109426,0.00520115,0.0283822,-0.0128021,4.64644,-31.8473,-4.59087
-0.820007,6.88429,-16.4823,0.706606,-1.76716,0.0884671,1.70679,-0.164962,0.141169,0.00566784,0.140589,-0.0277514,1.12822,-18.8604,-1.35639
1.24347,-4.99349,-1.99326,-0.121776,-0.215518,0.559442,1.40471,-0.194911,0.218458,0.00113743,0.133383,0.0445972,0.778724,-2.1272,-1.23753
-7.36323,0.596645,0.232229,-0.0149062,-0.959539,-0.462083,0.474921,0.0771176,-0.158063,0.00754956,0.0890237,0.0361451,1.40145,9.33687,-1.87129
-7.16458,-4.28018,12.6441,-0.104749,0.042885,-0.082871,-0.334721,-0.0862537,0.833828,-0.002628,-0.00444144,-0.0149905,1.50193,7.09916,0.173296
-1.4853,1.44263,-2.08039,-0.543455,-0.656913,-0.228273,-0.0460681,0.147283,2.62895,-0.0748343,0.0277687,-0.0246997,3.5516,6.38099,23.7663
-2.26098,0.228682,-6.11431,-0.200675,0.241311,0.250997,-0.156611,0.349392,1.70808,-0.0705342,0.0253672,-0.0103891,5.42818,3.07312,48.4799
3.26803,-5.32078,-8.76082,0.283146,0.14922,0.193184,-0.0320861,0.136304,0.946977,-0.0451978,-0.0163204,0.0254388,5.79428,0.704674,64.6818
5.50738,-3.95237,-14.159,0.380766,0.55829,0.370123,0.0815761,-0.2114,-1.71915,0.0696192,0.08786,-0.0221701,6.25121,1.2616,59.417
-3.02016,-6.3031,3.59848,0.258776,-1.22758,-0.457296,0.112428,-0.678901,-3.37273,0.156172,-0.0214581,-0.0559231,4.38957,6.50994,23.8556
-10.7166,7.79759,-7.35482,-0.708201,-0.780904,-0.376959,0.440807,-0.447491,-3.16109,0.0612058,-0.0975718,0.0316358,-2.86112,7.43777,-12.6632
-8.88719,9.29918,4.39448,-0.391611,0.193089,-0.134039,0.0208777,-0.208331,-2.54928,0.000135616,-0.122433,0.00308541,-9.80892,8.75611,-44.0742
-3.44026,-4.57918,1.94809,-0.262264,-0.721066,-0.211229,-0.200129,-0.0731173,-1.84325,-0.0492389,-0.161708,0.014375,-8.79348,7.46083,-68.2113
5.46889,3.77626,6.30393,0.174169,0.893262,-0.194806,0.183016,-0.0644223,0.154203,-0.0322428,-0.0927031,0.0120424,-8.77936,4.19663,-77.293
-3.889,7.4237,4.37405,-0.0422424,0.0062402,0.00524198,0.260464,0.463411,1.88055,-0.0366041,0.122153,0.018902,-10.5552,8.14473,-64.4623
4.2199,-3.03581,-6.61767,-0.667443,-0.520256,-0.0964787,-0.0267422,0.489685,1.45523,-0.0399295,0.0433743,0.0372045,-8.18126,13.7097,-41.7596
3.27416,8.9159,-0.275823,0.267762,-0.0762611,0.262759,0.115123,0.182701,1.63177,-0.0602823,0.0458047,0.0370395,-5.48853,14.5332,-24.7701
-0.826051,-10.0803,-7.55994,0.345791,-0.591294,-0.211199,-0.280291,0.189311,1.80823,-0.051049,-0.00433688,0.017726,-3.03824,15.3498,-3.18157
2.29063,-6.65243,-4.56701,0.402015,0.201132,-0.0761714,0.0187363,0.0935853,0.107331,0.0193805,-0.00607174,0.0231641,-1.08131,13.7032,6.61749
-5.77868,-2.18352,1.45541,0.309133,-0.0367773,-1.33003,-0.210715,-0.0413321,-0.133411,0.0347674,-0.00332849,-0.147019,-1.25951,13.3589,5.50734
-2.83618,5.11746,2.19704,0.0370296,0.00506567,-0.0149312,0.0542537,0.140802,0.00339014,0.00609783,-0.00227029,-0.307789,-0.910571,12.9654,4.24912
-4.60379,14.3388,-8.10257,0.267086,0.107068,0.188415,0.125124,-0.0799597,0.0397555,0.0275448,0.0272457,-0.356212,-0.979156,14.0215,5.45927
-7.49663,11.9937,-6.64524,-0.166052,-0.0175907,0.87336,-0.268847,0.0106631,-0.0287791,0.0318303,-0.0296747,-0.221539,-1.52788,13.1207,3.9257
5.19897,-2.67384,-3.22439,-0.142655,0.637268,1.55447,-0.112855,-0.0941924,-0.0360724,-0.00528669,0.0396544,-0.0725906,-1.89207,11.2427,4.05042
0.00577329,0.983553,-1.34534,0.0414281,0.398255,1.11995,0.0134073,0.102214,0.0388055,0.0101798,0.0112305,0.0884536,-1.55385,11.8133,3.72003
-4.15502,1.24108,5.00759,0.0258007,0.12786,0.408311,-0.288023,0.0300584,-0.0918327,0.0408371,-0.00389772,0.239074,-0.864035,11.4206,2.88636
1.04906,-1.83565,0.166426,-0.269751,-0.0140271,0.37804,-0.123589,-0.00987957,0.274047,0.00586033,0.0146636,0.360758,-1.01437,9.34776,1.88674
4.69047,-0.473376,-6.35748,-0.117188,-0.714748,-0.922463,0.0887341,-0.221134,-0.0861557,-0.0270651,0.00298049,0.371018,-1.85666,9.85843,4.31622
5.44142,0.990627,0.642423,0.406806,0.311514,-0.101578,-0.277007,0.0211224,0.297108,-0.0184016,-0.0665069,0.311082,-3.62191,7.20397,3.20723
2.37493,-9.87365,2.36645,0.122276,0.58008,-1.06481,-0.225643,0.109038,-0.144608,0.00727008,-0.0649466,0.196207,-0.97022,6.52251,4.90121
-3.7028,2.13192,8.82807,0.0632311,0.0623508,-1.10873,0.0577639,-0.0664288,-0.212543,0.0127076,0.0105198,0.0146193,-2.80127,5.71044,1.33082
3.73642,-1.88139,1.1347,0.0318272,0.407455,-0.720334,0.109154,0.0221245,0.30277,0.0202327,0.0352566,-0.16664,-2.58717,6.01008,3.02783
-4.34474,6.05689,-7.94206,-0.480826,0.179691,-0.250877,0.071914,0.109787,-0.126164,0.0142985,0.0651279,-0.274811,-1.71764,8.22482,3.31336
4.24987,0.562387,-4.01383,-0.100923,-0.202282,-0.293305,0.161599,0.119525,-0.13243,0.00883505,0.104089,-0.279486,-0.42624,8.99954,3.23898
-3.72235,1.90534,2.15542,-0.09677,-0.404005,0.862297,0.137711,-0.139438,0.210094,-0.00536123,0.06784,-0.249045,-1.0294,10.7689,4.27665
1.96081,6.73483,-3.58931,0.00713744,-0.234016,0.908132,-0.00379906,0.080463,-0.0481903,-0.00288002,-0.00189791,-0.0226854,-0.793194,10.2719,4.30823
1.20077,3.35909,2.3791,-0.872837,0.486248,0.295911,-0.0635963,0.0713557,-0.0334215,-0.0464301,0.00460768,0.0636539,-0.598077,9.8318,3.83735
4.95129,-9.64819,0.993862,-1.22254,-0.0787858,-0.248883,0.0395873,-0.0930701,-0.0702277,-0.323118,0.035303,0.0884159,-0.48069,9.78442,4.17748
-4.11996,5.14374,1.47432,-0.196985,-0.0447179,-0.0363416,0.124121,0.36356,-0.0521861,-0.433336,0.0237523,0.0310275,-0.141663,11.4774,2.1946
2.99947,0.58475,6.65319,1.41898,0.181835,-0.0806322,0.0171778,0.318772,0.078265,-0.34548,-0.0152781,0.0595096,3.80734,10.9043,3.15357
-3.16878,2.01963,3.31912,1.7898,-0.0355101,-0.342844,-0.0303852,0.0855612,-0.013171,0.00304758,-0.00963846,0.00507373,6.07503,11.1759,4.44213
0.527664,-2.18631,2.28849,1.08762,0.192134,0.447321,-0.0640213,-0.149835,0.073834,0.24973,0.00670518,-0.0192136,6.01892,9.48521,4.4544
-2.97888,-1.47486,8.01164,0.636275,0.0342156,0.0177228,-0.00295318,-0.0486425,-0.213229,0.43401,-0.0115174,0.013725,5.02092,9.82714,3.33917
0.339019,2.79721,-2.27997,0.125813,-0.166948,0.066353,-0.0516011,-0.219007,0.249379,0.482687,0.0101468,0.0344125,3.19294,8.71846,4.16966
-2.27704,7.66054,1.18462,-0.395389,-0.0880874,-0.0393103,-0.015969,0.0388439,-0.158881,0.416326,-0.0199904,0.0514261,1.61874,9.98011,4.037
-4.04464,0.199941,3.19122,-0.904772,0.250724,0.575071,-0.187912,0.168722,-0.235724,0.285443,-0.0727667,0.014525,3.98675,8.09071,2.23972
-0.252448,10.088,2.50318,-1.44634,0.0240637,-0.0707869,-0.0511278,-0.0988709,-0.112396,0.0195203,-0.0163729,0.0277692,2.55525,6.64202,-0.658036
-0.409062,-0.497887,4.82277,-0.641377,0.0885733,-0.237097,-0.00307118,-0.247438,0.0128685,-0.226375,0.00346708,-0.0144844,0.248479,6.80276,-1.12641
-0.213085,0.0162572,6.24223,-0.242375,-0.0661324,0.188764,0.0844279,0.0180498,0.187457,-0.295192,0.0333747,-0.0332851,-0.833657,8.12302,-0.858466
3.55101,2.47711,3.30432,0.456323,-0.252165,0.0878238,-0.0726278,-0.0371848,0.222812,-0.267318,-0.0233087,-0.0093322,-1.13692,7.58476,1.55823
-4.75668,4.96629,-1.80725,1.08373,0.265964,-0.102055,-0.0656975,-0.0724417,0.0317853,-0.0927311,-0.0456636,-0.0123314,0.160209,6.94369,2.80776
0.97535,1.5838,0.988492,0.123289,0.0132862,0.0708006,-0.00796617,-0.0518256,-0.022843,0.0445404,-0.00913173,0.0067995,-0.644571,7.09598,2.48758
2.37143,0.339337,2.65489,-0.149017,0.292939,-0.152011,-0.0198223,0.199128,0.0637294,0.0393949,-0.00712245,-0.00305478,0.759017,6.60081,3.03425
14.797,-4.26369,2.31711,-0.163336,0.714881,1.47543,1.31663,-0.201365,-0.222476,0.0210686,0.0616102,0.0318302,1.63882,11.1401,1.74488
-5.09446,1.78978,3.94503,-0.0753542,0.111446,0.211089,1.78157,-0.139913,0.0621332,-0.011369,0.0948299,0.124042,-1.29224,36.2922,-0.852632
-3.74941,-2.12752,-3.72553,-0.0296466,-0.367899,-0.40622,1.24296,0.0152538,0.110128,-0.00757701,0.0470186,0.106654,-0.558793,53.5306,1.22763
-10.0778,7.79477,-1.1244,0.154279,-0.0603066,-0.651621,0.188507,-0.00645095,-0.0627078,0.0164736,-0.00169743,0.0261182,-1.2987,62.7438,0.395245
-13.5473,0.705671,-8.10311,0.0154321,-0.280787,-0.829331,-2.14265,-0.0422513,-0.0367216,-0.00970659,-0.0400436,-0.103712,-1.902,52.9282,0.473509
6.61695,0.972066,-5.49231,-0.00987908,-0.258277,0.186497,-1.89169,0.177567,-0.288479,-0.00361765,-0.0671942,-0.113825,-0.995508,24.5694,-0.88115
0.117897,-0.086157,-1.48253,-0.0556787,-0.319387,-0.0692376,-1.61537,-0.0114649,0.0103202,-0.00602522,-0.113512,-0.0655915,1.0741,4.56694,-1.16503
7.07629,-6.3043,-3.38739,0.0115109,-0.0884537,0.0291124,-1.89255,-0.297215,0.207065,0.00756148,-0.216531,-0.0494151,-0.312919,-16.8326,-0.136951
-5.90577,10.385,1.01781,-0.223312,0.608272,0.534496,-0.0395994,-0.0849844,-0.371395,-0.00551632,-0.0803686,0.000103711,-4.12064,-28.4728,1.25836
11.6546,5.59868,-4.77898,-0.232183,1.33319,0.0266474,0.405566,0.027557,0.170124,0.0253042,0.0557193,0.00732586,-2.45083,-29.337,-0.544038
-2.36036,-1.70378,6.95319,-0.393546,-0.666454,0.311144,2.04576,-0.207914,0.195886,0.00391209,0.137797,0.0280795,-4.88153,-12.0366,2.58802
4.92383,-0.488292,13.2014,-0.273833,0.927455,0.404357,1.30087,-0.0402848,-0.16263,-0.0101711,0.12184,0.061415,-5.87908,3.84281,1.6873
-10.0593,-3.51417,1.23258,0.0714349,-0.720758,-0.466655,-0.250235,0.0609198,0.134818,0.00507138,0.0405771,0.00530974,-5.25864,13.7435,2.48984
-3.38556,4.63771,-1.60651,0.0498542,0.233232,-0.0609876,-0.331048,0.269036,-0.0931617,0.003986,-0.0161774,-0.00256225,-4.3903,9.88046,2.93981
5.40177,11.0895,-3.51362,-0.086668,-0.115241,0.211638,0.0608909,1.79983,-0.296928,-0.0262701,0.0209612,-0.0167926,7.87347,6.10269,2.33938
-8.64807,-1.04355,-7.83305,-0.345395,-0.742217,0.0541209,-0.400412,1.5759,-0.298789,-0.0668138,-0.0678648,3.31E-05,27.3624,5.29473,1.17701
6.66821,-9.36565,1.52212,0.426787,0.991877,0.0834439,-0.0245496,1.26191,0.19872,-0.0256348,-0.0357723,0.0550832,43.9119,-0.159001,-0.143607
0.0182451,-10.228,-4.71148,0.109715,0.217304,-0.853758,-0.0380304,0.0769384,-0.0661748,-0.0103849,0.016003,-0.0153155,51.3882,0.76871,1.44389
-3.39491,-12.3972,4.97906,0.174309,0.144634,-0.482127,0.0638246,-1.35081,0.40594,0.0141291,0.0214704,-0.0901625,44.7075,1.0624,2.3686
10.1124,-3.46525,3.09436,-0.0545348,0.550105,0.581908,0.387809,-1.78963,0.203468,0.020258,0.0145774,-0.0456395,23.2395,4.92124,6.53732
-6.93605,2.19705,-4.70152,0.363076,-0.629898,-0.138917,-0.123135,-1.90894,0.0310904,0.00230496,0.0531524,0.0149532,2.64102,11.2422,4.78615
4.904,-1.41712,10.751,-0.377671,-0.13857,0.332879,0.104008,-1.95694,0.324961,0.0128957,0.0112321,0.0939424,-19.4262,9.15903,1.45006
-0.188815,1.91695,6.27367,0.032368,0.15411,0.127143,0.0204043,-1.57517,0.286019,-0.00531116,-0.00476625,0.150658,-39.3506,9.98654,0.0395076
11.0649,9.72474,-3.98401,-0.472871,0.332466,-0.238137,-0.0781918,-0.625244,0.167561,-0.0227904,-0.0221195,0.124799,-52.9969,7.46517,2.34269
3.65917,4.72641,-4.27174,0.205709,0.149812,-0.244438,0.0565139,0.752625,-0.0890497,0.00681956,0.012526,-0.00799865,-51.4066,7.90936,2.08496
-0.301501,1.46374,7.10124,0.3443,-0.192263,-0.0305665,0.247815,1.37872,-0.205953,0.024738,0.0329085,-0.0444389,-37.8337,9.36712,1.22421
2.97122,1.21217,-4.32868,-0.0515114,-0.450151,0.0957504,-0.00899484,1.5157,0.0484444,0.000292067,-0.00229047,-0.04956,-21.7359,9.92261,4.38242
-1.22277,-5.55479,1.40108,-0.216019,-0.440966,0.318214,-0.236682,1.44061,0.160827,-0.0223816,-0.0304436,-0.0484758,-4.13181,6.94926,7.22983
3.53209,-10.9571,-4.10392,0.0530641,0.283547,0.0809969,-0.0918108,-0.240384,-0.221508,0.012559,-0.0187491,-0.0192262,1.40882,3.58378,9.06534
-1.98994,6.89648,2.97033,-0.251572,-0.491375,0.275014,0.0528256,0.112167,-1.88399,0.0145472,-0.0196656,-0.00904669,0.378472,3.32706,-4.15111
3.93799,-3.04043,0.896467,-0.035539,-0.324774,0.506909,0.43657,-0.232774,-1.81955,0.00944969,-0.0500711,0.0409093,-1.40135,4.29838,-25.6832
-2.49775,-6.7993,7.72382,-0.298619,-0.313058,-0.264621,-0.218116,-0.268135,-1.32177,0.00778135,-0.11721,0.00270595,-5.49235,6.65899,-43.8659
4.40058,2.43437,9.98092,0.000566446,0.3861,0.0373489,-0.0539143,-0.124808,-0.527473,-0.0273124,-0.0648056,-0.00121413,-4.16206,2.48136,-56.2531
1.97429,7.49206,3.07224,0.0389867,0.649937,-0.201202,0.477695,0.118115,1.9431,0.0170618,0.087133,-0.00622581,-4.8965,4.84829,-47.0747
3.74927,1.23725,0.758949,-0.932002,-0.611019,0.438895,0.295842,0.173187,2.95236,-0.0415532,0.0783961,-0.0113392,-7.04561,8.31473,-15.7268
-11.6686,-6.58392,-0.832858,-0.258306,-0.459827,-0.483441,0.430941,0.524906,2.22176,-0.0860949,0.0825434,0.0355525,-0.331429,14.1257,14.1456
0.292031,-4.41849,3.64334,0.0121611,-0.0730754,0.057616,-0.130405,0.29015,1.60866,-0.0916607,0.0583531,-0.0168389,3.16138,10.8646,35.7131
-10.7278,8.02362,-1.21879,0.444657,-0.169338,-0.163282,-0.222104,0.268919,1.85069,-0.085917,-0.0322493,0.0115579,4.16201,7.69969,55.9867
2.61893,-5.41498,-14.5754,0.805405,1.12146,-0.176456,0.138996,0.040218,0.161286,-0.0121639,0.0176419,0.00407407,3.81585,4.73737,69.756
-6.48593,2.62828,0.254318,0.220384,-0.232721,-0.270283,0.243359,-0.350397,-2.04118,0.0733486,0.0960405,0.00246765,4.68046,8.47055,54.4876
4.64683,-6.03214,0.408287,0.172236,-0.206032,-0.048978,-0.0279705,-0.302555,-1.80295,0.0677414,0.0327709,-0.0217209,2.00708,10.5658,30.8089
-7.72974,7.29647,-4.51617,0.249335,-0.386455,0.0519907,0.0137816,-0.212303,-1.31074,0.0717507,-0.0261545,-0.0230385,-1.08071,12.5314,13.0192
1.09568,3.28743,7.24811,-0.0407104,0.678812,-0.889531,-0.148444,-0.102704,-0.324873,0.0416691,-0.0324887,-0.0216897,-2.53721,9.53705,2.48661
